text,author
"Besides, most of our late satirists seem to lie under a sort of mistake, that because nettles have the prerogative to sting, therefore all other weeds must do so too.",Jonathan Swift
Try it; try it only once; and tell me what you did.,Robert Louis Stevenson
"And we require the values of x + y + z, and of 2x + 3y + 5z.",Lewis Caroll
"""And my opinion being favorable,"" said Grace, good-humouredly; and pausing for a moment to admire the pretty head she decorated, with her own thrown back; ""and Marion being in high spirits, and beginning to dance, I joined her: and so we danced to Alfred's music till we were out of breath.",Charles Dickens
He was obeyed.,Mark_Twain
CASSIUS.,William Shakespeare
“What Misfortunes dear Ma’am?,Jane Austen
I can put no greater compliment on your Lordship’s than by giving you so ample an occasion to exercise it at present.,Jonathan Swift
Stillman resumed:  “I also have some witnesses; and I will presently tell you where you can find some more”.,Mark_Twain
"For the above Essay I am indebted to a dear friend, now deceased.]",Lewis Caroll
"what little chance is there of so desirable an Event; I have had the small-pox, and must therefore submit to my unhappy fate.",Jane Austen
"The unblushing Macdonald, without even endeavouring to exculpate himself from the crime he was charged with, meanly endeavoured to reproach Sophia with ignobly defrauding him of his money...",Jane Austen
"Hearing, maybe.",Mark_Twain
"IT is now six years since these papers came first to my hand, which seems to have been about a twelvemonth after they were written, for the Author tells us in his preface to the first treatise that he had calculated it for the year 1697; and in several passages of that discourse, as well as the second, it appears they were written about that time.",Jonathan Swift
"If a woman may ever be said to be in safety from the determined Perseverance of disagreeable Lovers and the cruel Persecutions of obstinate Fathers, surely it must be at such a time of Life.",Jane Austen
CASSIUS.,William Shakespeare
"But this would only be true if the ""part"" were an exact half, i.e., if they went up hill for 3 hours, and down hill for the other 3: which they certainly did not do.",Lewis Caroll
"“He could not flatter himself he added, that the adorable Henrietta would condescend for his sake to resign those Luxuries and that splendor to which she had been used, and accept only in exchange the Comforts and Elegancies which his limited Income could afford her, even supposing that his house were in Readiness to receive her.",Jane Austen
"‘“Nay,” I answered, “but I will take nought but that leaden ring, for I know what is written within it, and for what purpose”.",Oscar Wilde
She huddles herself into a heap on the charpoy and groans.,Rudyard Kipling
"For, O ye eyes, ye blind guides, miserable guardians are ye of our frail noses; ye, I say, who fasten upon the first precipice in view, and then tow our wretched willing bodies after you to the very brink of destruction.",Jonathan Swift
[Sennet.,William Shakespeare
get out of the way”!,Mark_Twain
God grant it may be a boy”!,Mark_Twain
"If BALBUS will kindly try this by his principle of ""two assumptions,"" first assuming that a bun is 1d.",Lewis Caroll
Next moment the Arethusa was after her.,Robert Louis Stevenson
"He writes in a most chearfull manner, says that the air of France has greatly recovered both his Health and Spirits; that he has now entirely ceased to think of Louisa with any degree either of Pity or Affection, that he even feels himself obliged to her for her Elopement, as he thinks it very good fun to be single again.",Jane Austen
"""Teaze you by mentioning your lover!""",Charles Dickens
)—they had sought to get a Hollandais last winter in Rouen; but these cost fifteen francs apiece—picture it—fifteen francs!,Robert Louis Stevenson
"First, because I thought I had better work upon my hands; and secondly, because I was not without some hope of hearing from the Author and receiving his directions.",Jonathan Swift
"Natives sleep and lie about all over the place, and whole quarters are just so many rabbit-warrens.",Rudyard Kipling
"and says ""I think we are justified in answering, 3"".",Lewis Caroll
"Stillman moved about in a circle around the place, with the lantern, pretending to hunt for tracks.",Mark_Twain
“You don't mean it”!,Mark_Twain
That can keep.,Rudyard Kipling
"But it is not so common a reflection, and surely more consoling, that we usually find ourselves a great deal braver and better than we thought.",Robert Louis Stevenson
"She covered the valley with her wings, and no man was left alive.",Oscar Wilde
"I pr’ythee, boy, run to the Senate-house; Stay not to answer me, but get thee gone.",William Shakespeare
He's Archy's meat”.,Mark_Twain
"‘Reservery,’ said he, ‘seems a pretty mean way to spend ones autumn holiday.’  ‘About as mean,’ returned I dejectedly, ‘as canoeing.’  ‘These gentlemen travel for their pleasure?’ asked the landlady, with unconscious irony.",Robert Louis Stevenson
"The enemy, marching along by them, By them shall make a fuller number up, Come on refresh’d, new-added, and encourag’d; From which advantage shall we cut him off If at Philippi we do face him there, These people at our back.",William Shakespeare
"From thence I went to several other wits of my acquaintance, with no small hazard and weariness to my person, from a prodigious number of dark winding stairs; but found them all in the same story, both of your Lordship and themselves.",Jonathan Swift
"Then she told him her bitter story, in all its naked atrociousness.",Mark_Twain
[Exeunt.],William Shakespeare
"Not half wide enough!""",Lewis Caroll
"“Well, I give you Joy of your conquest, replied Lady Scudamore, and I beleive it to have been a very complete one; I am sure it is not a contemptible one, for my Cousin is a charming young fellow, has seen a great deal of the World, and writes the best Love-letters I ever read”.",Jane Austen
"Among these may be ranked Cardinal Wolsey’s telling the father Abbott of Leicester Abbey that “he was come to lay his bones among them,” the reformation in Religion and the King’s riding through the streets of London with Anna Bullen.",Jane Austen
"First, I am far from granting the number of writers a nuisance to our nation, having strenuously maintained the contrary in several parts of the following discourse; secondly, I do not well understand the justice of this proceeding, because I observe many of these polite prefaces to be not only from the same hand, but from those who are most voluminous in their several productions; upon which I shall tell the reader a short tale.",Jonathan Swift
And had he just come in”?,Mark_Twain
"Slivey, the Englishman, and David, a huge plum-colored negro who ships as cook, are also passed.",Rudyard Kipling
